sample_id,file_name,document_id,sheet_raw,source_corpus,acquisition_session_id,dpi,class_label,scanner_brand,scanner_model,physical_device_id,device_uid,image_format,color_mode,tampered_label,is_tampered,width,height,aspect_ratio,file_size_kb,mean_intensity,std_intensity,skewness,kurtosis,entropy,edge_density
SMP_0027,s1_32.tif,DOC_032,32,Official,Official_150DPI,150,Canon120-1,Canon,CanoScan LiDE 120,Unit_1,Canon_CanoScanLiDE120_Unit_1,TIFF,Grayscale_512x512,untampered,0,512,512,1.0,6366.8017578125,0.9853070535291308,0.0613250986624711,-5.987521501851736,43.18069859229137,0.8028817852097154,0.0730056762695312
SMP_0028,s1_33.tif,DOC_033,33,Official,Official_150DPI,150,Canon120-1,Canon,CanoScan LiDE 120,Unit_1,Canon_CanoScanLiDE120_Unit_1,TIFF,Grayscale_512x512,untampered,0,512,512,1.0,6366.8017578125,0.9610855519993092,0.1084607386318651,-3.203976909783347,10.244908014012587,1.3770834538290293,0.21185302734375
SMP_0029,s1_34.tif,DOC_034,34,Official,Official_150DPI,150,Canon120-1,Canon,CanoScan LiDE 120,Unit_1,Canon_CanoScanLiDE120_Unit_1,TIFF,Grayscale_512x512,untampered,0,512,512,1.0,6366.8017578125,0.9869862179328996,0.0626825730323508,-6.680244788281264,52.34596597551061,0.6439609512857103,0.0576705932617187
SMP_0030,s1_35.tif,DOC_035,35,Official,Official_150DPI,150,Canon120-1,Canon,CanoScan LiDE 120,Unit_1,Canon_CanoScanLiDE120_Unit_1,TIFF,Grayscale_512x512,untampered,0,512,512,1.0,6366.8017578125,0.9726832553808756,0.109082216403488,-4.644706016292641,22.42984812240104,0.8134142491261865,0.1144676208496093
SMP_0031,s1_36.tif,DOC_036,36,Official,Official_150DPI,150,Canon120-1,Canon,CanoScan LiDE 120,Unit_1,Canon_CanoScanLiDE120_Unit_1,TIFF,Grayscale_512x512,untampered,0,512,512,1.0,6366.8017578125,0.9845623961251552,0.0754718442101536,-5.604098610501552,32.50821579370265,0.5622918541651334,0.0761146545410156
SMP_0032,s1_37.tif,DOC_037,37,Official,Official_150DPI,150,Canon120-1,Canon,CanoScan LiDE 120,Unit_1,Canon_CanoScanLiDE120_Unit_1,TIFF,Grayscale_512x512,untampered,0,512,512,1.0,6366.8017578125,0.9820348531522848,0.0800882438331353,-5.327296850501656,30.17469101864551,0.7032798835137695,0.090118408203125
SMP_0033,s1_38.tif,DOC_038,38,Official,Official_150DPI,150,Canon120-1,Canon,CanoScan LiDE 120,Unit_1,Canon_CanoScanLiDE120_Unit_1,TIFF,Grayscale_512x512,untampered,0,512,512,1.0,6366.8017578125,0.987032940840907,0.0630111317420968,-5.505766028536567,31.1589440544798,0.532834311320105,0.0673332214355468
SMP_0034,s1_39.tif,DOC_039,39,Official,Official_150DPI,150,Canon120-1,Canon,CanoScan LiDE 120,Unit_1,Canon_CanoScanLiDE120_Unit_1,TIFF,Grayscale_512x512,untampered,0,512,512,1.0,6366.8017578125,0.9869011027166944,0.0607645804925585,-6.620118035891113,51.50888488670683,0.680619231355509,0.0581817626953125
SMP_0035,s1_4.tif,DOC_004,4,Official,Official_150DPI,150,Canon120-1,Canon,CanoScan LiDE 120,Unit_1,Canon_CanoScanLiDE120_Unit_1,TIFF,Grayscale_512x512,untampered,0,512,512,1.0,6366.8017578125,0.9689567519639704,0.0945034601839924,-3.6217340657508257,13.80777603772551,1.2200022078512291,0.1775360107421875
SMP_0036,s1_40.tif,DOC_040,40,Official,Official_150DPI,150,Canon120-1,Canon,CanoScan LiDE 120,Unit_1,Canon_CanoScanLiDE120_Unit_1,TIFF,Grayscale_512x512,untampered,0,512,512,1.0,6366.8017578125,0.9850005366500632,0.0649100669288464,-7.078943034559449,59.5987812601377,0.9725292668857876,0.0459747314453125
SMP_0037,s1_41.tif,DOC_041,41,Official,Official_150DPI,150,Canon120-1,Canon,CanoScan LiDE 120,Unit_1,Canon_CanoScanLiDE120_Unit_1,TIFF,Grayscale_512x512,untampered,0,512,512,1.0,6366.8017578125,0.9598302632606468,0.1346918464421157,-4.331928567521358,19.580983009174552,1.197644093484498,0.1516914367675781
SMP_0038,s1_42.tif,DOC_042,42,Official,Official_150DPI,150,Canon120-1,Canon,CanoScan LiDE 120,Unit_1,Canon_CanoScanLiDE120_Unit_1,TIFF,Grayscale_512x512,untampered,0,512,512,1.0,6366.8017578125,0.969183619667676,0.1184859013581878,-4.207157122787086,17.30161275333487,0.7928694754536583,0.0827255249023437
SMP_0039,s1_43.tif,DOC_043,43,Official,Official_150DPI,150,Canon120-1,Canon,CanoScan LiDE 120,Unit_1,Canon_CanoScanLiDE120_Unit_1,TIFF,Grayscale_512x512,untampered,0,512,512,1.0,6366.8017578125,0.9864838925809232,0.0604686523714484,-5.259902691500087,28.960138297309182,0.6307337973543681,0.0784072875976562
SMP_0040,s1_44.tif,DOC_044,44,Official,Official_150DPI,150,Canon120-1,Canon,CanoScan LiDE 120,Unit_1,Canon_CanoScanLiDE120_Unit_1,TIFF,Grayscale_512x512,untampered,0,512,512,1.0,6366.8017578125,0.9761082503776002,0.0858128357380817,-4.227108142204282,18.96992490173949,0.8960856686440797,0.1269187927246093
SMP_0041,s1_45.tif,DOC_045,45,Official,Official_150DPI,150,Canon120-1,Canon,CanoScan LiDE 120,Unit_1,Canon_CanoScanLiDE120_Unit_1,TIFF,Grayscale_512x512,untampered,0,512,512,1.0,6366.8017578125,0.9830383283034708,0.0701170708266655,-5.095272048663182,29.76174728397705,0.7206614985043738,0.0956230163574218
SMP_0042,s1_46.tif,DOC_046,46,Official,Official_150DPI,150,Canon120-1,Canon,CanoScan LiDE 120,Unit_1,Canon_CanoScanLiDE120_Unit_1,TIFF,Grayscale_512x512,untampered,0,512,512,1.0,6366.8017578125,0.9788711584881682,0.0799104205367091,-4.587664507710789,22.58051665694145,0.8865802100594643,0.1199607849121093
SMP_0043,s1_47.tif,DOC_047,47,Official,Official_150DPI,150,Canon120-1,Canon,CanoScan LiDE 120,Unit_1,Canon_CanoScanLiDE120_Unit_1,TIFF,Grayscale_512x512,untampered,0,512,512,1.0,6366.8017578125,0.982311404624278,0.0563720256737949,-5.152497875579704,34.51412594008084,1.2878120483015971,0.0607337951660156
SMP_0044,s1_48.tif,DOC_048,48,Official,Official_150DPI,150,Canon120-1,Canon,CanoScan LiDE 120,Unit_1,Canon_CanoScanLiDE120_Unit_1,TIFF,Grayscale_512x512,untampered,0,512,512,1.0,6366.8017578125,0.9880829143375092,0.0465861952926589,-6.920009728357442,63.81869605621485,1.0261935081863058,0.0355567932128906
SMP_0045,s1_49.tif,DOC_049,49,Official,Official_150DPI,150,Canon120-1,Canon,CanoScan LiDE 120,Unit_1,Canon_CanoScanLiDE120_Unit_1,TIFF,Grayscale_512x512,untampered,0,512,512,1.0,6366.8017578125,0.9893302315572998,0.0634142080616682,-7.549858084833096,64.02434469555324,0.4540125242785552,0.0532302856445312
SMP_0046,s1_5.tif,DOC_005,5,Official,Official_150DPI,150,Canon120-1,Canon,CanoScan LiDE 120,Unit_1,Canon_CanoScanLiDE120_Unit_1,TIFF,Grayscale_512x512,untampered,0,512,512,1.0,6366.8017578125,0.9888823564181668,0.0585135995547728,-6.888711738318558,54.12596976792004,0.5518392215397805,0.0594978332519531
SMP_0047,s1_50.tif,DOC_050,50,Official,Official_150DPI,150,Canon120-1,Canon,CanoScan LiDE 120,Unit_1,Canon_CanoScanLiDE120_Unit_1,TIFF,Grayscale_512x512,untampered,0,512,512,1.0,6366.8017578125,0.982819208207903,0.0885790066951615,-6.255109633772583,41.10014824998032,0.6271464992920357,0.0556106567382812
SMP_0048,s1_51.tif,DOC_051,51,Official,Official_150DPI,150,Canon120-1,Canon,CanoScan LiDE 120,Unit_1,Canon_CanoScanLiDE120_Unit_1,TIFF,Grayscale_512x512,untampered,0,512,512,1.0,6366.8017578125,0.981990660545036,0.072505028618695,-5.053015504611664,28.726715906580097,0.7857817666740747,0.0964698791503906
SMP_0049,s1_52.tif,DOC_052,52,Official,Official_150DPI,150,Canon120-1,Canon,CanoScan LiDE 120,Unit_1,Canon_CanoScanLiDE120_Unit_1,TIFF,Grayscale_512x512,untampered,0,512,512,1.0,6366.8017578125,0.9451880890627552,0.1132593222179315,-1.8109215914073309,2.126646703593603,1.289261189696301,0.0429649353027343
SMP_0050,s1_53.tif,DOC_053,53,Official,Official_150DPI,150,Canon120-1,Canon,CanoScan LiDE 120,Unit_1,Canon_CanoScanLiDE120_Unit_1,TIFF,Grayscale_512x512,untampered,0,512,512,1.0,6366.8017578125,0.9797438692900068,0.0866047421743348,-4.9652483572935004,26.032508681835903,0.6759935625088406,0.0768890380859375
SMP_0051,s1_54.tif,DOC_054,54,Official,Official_150DPI,150,Canon120-1,Canon,CanoScan LiDE 120,Unit_1,Canon_CanoScanLiDE120_Unit_1,TIFF,Grayscale_512x512,untampered,0,512,512,1.0,6366.8017578125,0.9885768322539982,0.0640667082718559,-7.05321831662935,54.665667394207794,0.504158157627518,0.0482177734375
SMP_0052,s1_55.tif,DOC_055,55,Official,Official_150DPI,150,Canon120-1,Canon,CanoScan LiDE 120,Unit_1,Canon_CanoScanLiDE120_Unit_1,TIFF,Grayscale_512x512,untampered,0,512,512,1.0,6366.8017578125,0.9704008129718124,0.0788265442138175,-2.947719931559592,9.139838907718088,1.2304868235770243,0.0990676879882812
SMP_0053,s1_56.tif,DOC_056,56,Official,Official_150DPI,150,Canon120-1,Canon,CanoScan LiDE 120,Unit_1,Canon_CanoScanLiDE120_Unit_1,TIFF,Grayscale_512x512,untampered,0,512,512,1.0,6366.8017578125,0.9610065008610228,0.1020876804160837,-3.8470863982426913,18.311674498782583,1.4696527133374235,0.125701904296875
SMP_0054,s1_57.tif,DOC_057,57,Official,Official_150DPI,150,Canon120-1,Canon,CanoScan LiDE 120,Unit_1,Canon_CanoScanLiDE120_Unit_1,TIFF,Grayscale_512x512,untampered,0,512,512,1.0,6366.8017578125,0.9818114076843776,0.074549593554405,-4.635089663908009,21.95823728012592,0.7140562974098782,0.0940895080566406
SMP_0055,s1_58.tif,DOC_058,58,Official,Official_150DPI,150,Canon120-1,Canon,CanoScan LiDE 120,Unit_1,Canon_CanoScanLiDE120_Unit_1,TIFF,Grayscale_512x512,untampered,0,512,512,1.0,6366.8017578125,0.9871751234544602,0.0586034732910592,-5.631628221485405,35.61139380755052,0.6156891169022685,0.0710945129394531
SMP_0056,s1_59.tif,DOC_059,59,Official,Official_150DPI,150,Canon120-1,Canon,CanoScan LiDE 120,Unit_1,Canon_CanoScanLiDE120_Unit_1,TIFF,Grayscale_512x512,untampered,0,512,512,1.0,6366.8017578125,0.9677694563562322,0.1103591537255644,-4.082610438725354,17.896252713433753,1.0200001682525492,0.1251983642578125
SMP_0057,s1_6.tif,DOC_006,6,Official,Official_150DPI,150,Canon120-1,Canon,CanoScan LiDE 120,Unit_1,Canon_CanoScanLiDE120_Unit_1,TIFF,Grayscale_512x512,untampered,0,512,512,1.0,6366.8017578125,0.993274493486952,0.0442046133793279,-8.372255740104398,79.46307357051955,0.3587368369278319,0.0379295349121093
SMP_0058,s1_60.tif,DOC_060,60,Official,Official_150DPI,150,Canon120-1,Canon,CanoScan LiDE 120,Unit_1,Canon_CanoScanLiDE120_Unit_1,TIFF,Grayscale_512x512,untampered,0,512,512,1.0,6366.8017578125,0.9862185974039316,0.0697409774772741,-5.788781717362585,34.55151680136086,0.5259121974767291,0.0696258544921875
SMP_0059,s1_61.tif,DOC_061,61,Official,Official_150DPI,150,Canon120-1,Canon,CanoScan LiDE 120,Unit_1,Canon_CanoScanLiDE120_Unit_1,TIFF,Grayscale_512x512,untampered,0,512,512,1.0,6366.8017578125,0.9883060177077668,0.0576575765002928,-6.276387016749602,45.73265360046346,0.5634217325674695,0.0662384033203125
SMP_0060,s1_62.tif,DOC_062,62,Official,Official_150DPI,150,Canon120-1,Canon,CanoScan LiDE 120,Unit_1,Canon_CanoScanLiDE120_Unit_1,TIFF,Grayscale_512x512,untampered,0,512,512,1.0,6366.8017578125,0.9781268016949504,0.0885857163800441,-4.519014433457712,20.519852818632703,0.7517372107061672,0.106719970703125
SMP_0061,s1_63.tif,DOC_063,63,Official,Official_150DPI,150,Canon120-1,Canon,CanoScan LiDE 120,Unit_1,Canon_CanoScanLiDE120_Unit_1,TIFF,Grayscale_512x512,untampered,0,512,512,1.0,6366.8017578125,0.9726944668684928,0.0953721916767978,-4.261467997675307,18.225422532263146,1.4649000742568887,0.1203460693359375
SMP_0062,s1_64.tif,DOC_064,64,Official,Official_150DPI,150,Canon120-1,Canon,CanoScan LiDE 120,Unit_1,Canon_CanoScanLiDE120_Unit_1,TIFF,Grayscale_512x512,untampered,0,512,512,1.0,6366.8017578125,0.968413741500596,0.1149528495786401,-4.07995639586245,15.975566389906325,1.1120672039460398,0.0942535400390625
SMP_0063,s1_65.tif,DOC_065,65,Official,Official_150DPI,150,Canon120-1,Canon,CanoScan LiDE 120,Unit_1,Canon_CanoScanLiDE120_Unit_1,TIFF,Grayscale_512x512,untampered,0,512,512,1.0,6366.8017578125,0.9685549798995295,0.1085964787639856,-3.867943457413756,14.640203152143044,0.98337424228184,0.1189842224121093
SMP_0064,s1_66.tif,DOC_066,66,Official,Official_150DPI,150,Canon120-1,Canon,CanoScan LiDE 120,Unit_1,Canon_CanoScanLiDE120_Unit_1,TIFF,Grayscale_512x512,untampered,0,512,512,1.0,6366.8017578125,0.9638197669240568,0.1328952929792682,-3.91114385728004,14.418246722987313,0.8295592408711792,0.0807876586914062
SMP_0065,s1_67.tif,DOC_067,67,Official,Official_150DPI,150,Canon120-1,Canon,CanoScan LiDE 120,Unit_1,Canon_CanoScanLiDE120_Unit_1,TIFF,Grayscale_512x512,untampered,0,512,512,1.0,6366.8017578125,0.9154018723931846,0.1226195768079923,-1.6911061855483658,4.380340242075328,2.4746524636463123,0.050933837890625
SMP_0066,s1_68.tif,DOC_068,68,Official,Official_150DPI,150,Canon120-1,Canon,CanoScan LiDE 120,Unit_1,Canon_CanoScanLiDE120_Unit_1,TIFF,Grayscale_512x512,untampered,0,512,512,1.0,6366.8017578125,0.9783572516632753,0.1030999885140385,-5.752715958399965,35.04427529757391,0.6401998284386545,0.0814399719238281
SMP_0067,s1_69.tif,DOC_069,69,Official,Official_150DPI,150,Canon120-1,Canon,CanoScan LiDE 120,Unit_1,Canon_CanoScanLiDE120_Unit_1,TIFF,Grayscale_512x512,untampered,0,512,512,1.0,6366.8017578125,0.9863848696356105,0.0647345818325511,-5.88845869088173,38.01202970981297,0.61451925244793,0.0781288146972656
SMP_0068,s1_7.tif,DOC_007,7,Official,Official_150DPI,150,Canon120-1,Canon,CanoScan LiDE 120,Unit_1,Canon_CanoScanLiDE120_Unit_1,TIFF,Grayscale_512x512,untampered,0,512,512,1.0,6366.8017578125,0.9874826681378952,0.0601130931029907,-5.483063102575308,31.20168192278262,0.5399011804197209,0.0673332214355468
SMP_0069,s1_70.tif,DOC_070,70,Official,Official_150DPI,150,Canon120-1,Canon,CanoScan LiDE 120,Unit_1,Canon_CanoScanLiDE120_Unit_1,TIFF,Grayscale_512x512,untampered,0,512,512,1.0,6366.8017578125,0.9526700269878664,0.1134167856071214,-2.6608153392654783,6.813030740713071,1.6344671334681258,0.2417564392089843
SMP_0070,s1_71.tif,DOC_071,71,Official,Official_150DPI,150,Canon120-1,Canon,CanoScan LiDE 120,Unit_1,Canon_CanoScanLiDE120_Unit_1,TIFF,Grayscale_512x512,untampered,0,512,512,1.0,6366.8017578125,0.9886757343781628,0.0527661448436295,-5.474513439795195,32.99658597590075,0.5486475631354152,0.0673637390136718
SMP_0071,s1_72.tif,DOC_072,72,Official,Official_150DPI,150,Canon120-1,Canon,CanoScan LiDE 120,Unit_1,Canon_CanoScanLiDE120_Unit_1,TIFF,Grayscale_512x512,untampered,0,512,512,1.0,6366.8017578125,0.9758344611612556,0.0908086648018534,-4.382638477685222,20.38134649359005,0.8500556965957546,0.1161346435546875
SMP_0072,s1_73.tif,DOC_073,73,Official,Official_150DPI,150,Canon120-1,Canon,CanoScan LiDE 120,Unit_1,Canon_CanoScanLiDE120_Unit_1,TIFF,Grayscale_512x512,untampered,0,512,512,1.0,6366.8017578125,0.9693611609874662,0.1061119875345795,-4.045356178266499,16.616658087280985,1.0495597438216495,0.1474075317382812
SMP_0073,s1_74.tif,DOC_074,74,Official,Official_150DPI,150,Canon120-1,Canon,CanoScan LiDE 120,Unit_1,Canon_CanoScanLiDE120_Unit_1,TIFF,Grayscale_512x512,untampered,0,512,512,1.0,6366.8017578125,0.988105999782563,0.0546487765878082,-5.779051431750562,38.56876367013532,0.5970151868989486,0.0654220581054687
SMP_0074,s1_75.tif,DOC_075,75,Official,Official_150DPI,150,Canon120-1,Canon,CanoScan LiDE 120,Unit_1,Canon_CanoScanLiDE120_Unit_1,TIFF,Grayscale_512x512,untampered,0,512,512,1.0,6366.8017578125,0.9885613850156928,0.0570090460911993,-6.372710382584263,44.84534105634744,0.5743511302945248,0.0601539611816406
SMP_0075,s1_76.tif,DOC_076,76,Official,Official_150DPI,150,Canon120-1,Canon,CanoScan LiDE 120,Unit_1,Canon_CanoScanLiDE120_Unit_1,TIFF,Grayscale_512x512,untampered,0,512,512,1.0,6366.8017578125,0.9880875295704524,0.0658894769381283,-7.601173122704188,65.66874179721646,0.5064037429824062,0.0458450317382812
SMP_0076,s1_77.tif,DOC_077,77,Official,Official_150DPI,150,Canon120-1,Canon,CanoScan LiDE 120,Unit_1,Canon_CanoScanLiDE120_Unit_1,TIFF,Grayscale_512x512,untampered,0,512,512,1.0,6366.8017578125,0.9703970028740326,0.0879280719137215,-3.405806718604226,12.21253448261195,1.181070890636691,0.1428718566894531
SMP_0077,s1_78.tif,DOC_078,78,Official,Official_150DPI,150,Canon120-1,Canon,CanoScan LiDE 120,Unit_1,Canon_CanoScanLiDE120_Unit_1,TIFF,Grayscale_512x512,untampered,0,512,512,1.0,6366.8017578125,0.9761884116210372,0.0775777179195337,-4.3335116360763415,21.096816021980896,1.2138988049480095,0.1015167236328125
SMP_0078,s1_79.tif,DOC_079,79,Official,Official_150DPI,150,Canon120-1,Canon,CanoScan LiDE 120,Unit_1,Canon_CanoScanLiDE120_Unit_1,TIFF,Grayscale_512x512,untampered,0,512,512,1.0,6366.8017578125,0.983233975043316,0.069464605151249,-5.388542666908724,33.19447005615306,0.7578287313836164,0.0865440368652343
